month,site,site_category,visitor_type,visitor_origin,visitors
2026-01,Bahrain Fort Site,Forts,Individual,GCC,3008
2026-01,Bahrain National Museum,Museums,Educational,Government School,81
2026-01,Bahrain National Museum,Museums,Educational,Institutes,13
2026-01,Bahrain National Museum,Museums,Educational,Private School,110
2026-01,Bahrain National Museum,Museums,Groups,Organized Group,12
2026-01,Bahrain National Museum,Museums,Groups,VIP,4
2026-01,Bahrain National Museum,Museums,Individual,Arab,233
2026-01,Bahrain National Museum,Museums,Individual,Bahraini,739
2026-01,Bahrain National Museum,Museums,Individual,Foreign,12434
2026-01,Bahrain National Museum,Museums,Individual,GCC,1809
2026-01,Bahrain National Theatre,Uncategorised,Individual,Bahraini,14
2026-01,Bahrain National Theatre,Uncategorised,Individual,Foreign,64
2026-01,Bahrain National Theatre,Uncategorised,Individual,GCC,40
2026-01,Bani Jamra Textile Weaving,Handicraft Sites,Groups,Tour Agencies,30
2026-01,Bani Jamra Textile Weaving,Handicraft Sites,Groups,VIP,15
2026-01,Bani Jamra Textile Weaving,Handicraft Sites,Individual,Bahraini,51
2026-01,Bani Jamra Textile Weaving,Handicraft Sites,Individual,Foreign,36
2026-01,Bani Jamra Textile Weaving,Handicraft Sites,Individual,GCC,5
2026-01,Bu Maher,Archaeological Sites,Groups,Organized Group,68
2026-01,Bu Maher,Archaeological Sites,Groups,Tour Agencies,852
2026-01,Bu Maher,Archaeological Sites,Individual,Arab,61
2026-01,Bu Maher,Archaeological Sites,Individual,Bahraini,240
2026-01,Bu Maher,Archaeological Sites,Individual,Foreign,1764
2026-01,Bu Maher,Archaeological Sites,Individual,GCC,76
2026-01,Bu Maher,Forts,Groups,Organized Group,68
2026-01,Bu Maher,Forts,Groups,Tour Agencies,852
2026-01,Bu Maher,Forts,Individual,Arab,61
2026-01,Bu Maher,Forts,Individual,Bahraini,240
2026-01,Bu Maher,Forts,Individual,Foreign,1764
2026-01,Bu Maher,Forts,Individual,GCC,76
2026-01,Bu Maher,Pearling Path Sites,Groups,Organized Group,68
2026-01,Bu Maher,Pearling Path Sites,Groups,Tour Agencies,852
2026-01,Bu Maher,Pearling Path Sites,Individual,Arab,61
2026-01,Bu Maher,Pearling Path Sites,Individual,Bahraini,240
2026-01,Bu Maher,Pearling Path Sites,Individual,Foreign,1764
2026-01,Bu Maher,Pearling Path Sites,Individual,GCC,76
2026-01,Cultural Hall,Uncategorised,Individual,Bahraini,1030
2026-01,Cultural Hall,Uncategorised,Individual,Foreign,1185
2026-01,Fakhro House,Pearling Path Sites,Groups,Tour Agencies,30
2026-01,Fakhro House,Pearling Path Sites,Groups,VIP,37
2026-01,Fakhro House,Pearling Path Sites,Individual,Arab,9
2026-01,Fakhro House,Pearling Path Sites,Individual,Bahraini,17
2026-01,Fakhro House,Pearling Path Sites,Individual,Foreign,275
2026-01,Fakhro House,Pearling Path Sites,Individual,GCC,28
2026-01,House of Baskets,Handicraft Sites,Groups,Organized Group,18
2026-01,House of Baskets,Handicraft Sites,Groups,Tour Agencies,12
2026-01,House of Baskets,Handicraft Sites,Individual,Arab,5
2026-01,House of Baskets,Handicraft Sites,Individual,Bahraini,72
2026-01,House of Baskets,Handicraft Sites,Individual,Foreign,65
2026-01,House of Baskets,Handicraft Sites,Individual,GCC,33
2026-01,Pearling Path Visitor Center,Pearling Path Sites,Groups,Tour Agencies,125
2026-01,Pearling Path Visitor Center,Pearling Path Sites,Groups,VIP,45
2026-01,Pearling Path Visitor Center,Pearling Path Sites,Individual,Arab,266
2026-01,Pearling Path Visitor Center,Pearling Path Sites,Individual,Bahraini,310
2026-01,Pearling Path Visitor Center,Pearling Path Sites,Individual,Foreign,734
2026-01,Pearling Path Visitor Center,Pearling Path Sites,Individual,GCC,334
2026-01,Post Office Museum,Museums,Groups,Tour Agencies,38
2026-01,Post Office Museum,Museums,Individual,Arab,13
2026-01,Post Office Museum,Museums,Individual,Bahraini,25
2026-01,Post Office Museum,Museums,Individual,Foreign,179
2026-01,Post Office Museum,Museums,Individual,GCC,143
2026-01,Qalat Al Bahrain Site Museum,Museums,Educational,College or University,6
2026-01,Qalat Al Bahrain Site Museum,Museums,Educational,Kinder Garden,52
2026-01,Qalat Al Bahrain Site Museum,Museums,Educational,Private School,163
2026-01,Qalat Al Bahrain Site Museum,Museums,Groups,Organized Group,113
2026-01,Qalat Al Bahrain Site Museum,Museums,Groups,Tour Agencies,56
2026-01,Qalat Al Bahrain Site Museum,Museums,Groups,VIP,11
2026-01,Qalat Al Bahrain Site Museum,Museums,Individual,Arab,17
2026-01,Qalat Al Bahrain Site Museum,Museums,Individual,Bahraini,223
2026-01,Qalat Al Bahrain Site Museum,Museums,Individual,Foreign,882
2026-01,Qalat Al Bahrain Site Museum,Museums,Individual,GCC,119
2026-01,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Groups,Organized Group,39
2026-01,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Groups,Tour Agencies,141
2026-01,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Groups,VIP,12
2026-01,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Arab,152
2026-01,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Bahraini,185
2026-01,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Foreign,628
2026-01,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,GCC,308
2026-01,Siyadi Majlis,Pearling Path Sites,Individual,Arab,17
2026-01,Siyadi Majlis,Pearling Path Sites,Individual,Bahraini,60
2026-01,Siyadi Majlis,Pearling Path Sites,Individual,Foreign,2233
2026-01,Siyadi Majlis,Pearling Path Sites,Individual,GCC,50
2026-01,Tree of Life Visitors Centre,Uncategorised,Educational,Institutes,157
2026-01,Tree of Life Visitors Centre,Uncategorised,Educational,Private School,505
2026-01,Tree of Life Visitors Centre,Uncategorised,Groups,Organized Group,38
2026-01,Tree of Life Visitors Centre,Uncategorised,Groups,Tour Agencies,2605
2026-01,Tree of Life Visitors Centre,Uncategorised,Individual,Arab,1088
2026-01,Tree of Life Visitors Centre,Uncategorised,Individual,Bahraini,12716
2026-01,Tree of Life Visitors Centre,Uncategorised,Individual,Foreign,14456
2026-02,Aali burial mounds,Archaeological Sites,Groups,Tour Agencies,105
2026-02,Aali burial mounds,Archaeological Sites,Individual,Bahraini,2
2026-02,Aali burial mounds,Archaeological Sites,Individual,Foreign,2
2026-02,Aali burial mounds,Archaeological Sites,Individual,GCC,46
2026-02,Al Alawi House,Pearling Path Sites,Educational,College or University,2
2026-02,Al Alawi House,Pearling Path Sites,Groups,Tour Agencies,20
2026-02,Al Alawi House,Pearling Path Sites,Individual,Bahraini,2
2026-02,Al Ghus House,Pearling Path Sites,Groups,Organized Group,31
2026-02,Al Ghus House,Pearling Path Sites,Individual,GCC,6
2026-02,Al Jalahma House,Pearling Path Sites,Groups,Organized Group,9
2026-02,Al Jalahma House,Pearling Path Sites,Groups,Tour Agencies,194
2026-02,Al Jalahma House,Pearling Path Sites,Groups,VIP,57
2026-02,Al Jalahma House,Pearling Path Sites,Individual,Bahraini,9
2026-02,Al Jalahma House,Pearling Path Sites,Individual,Foreign,423
2026-02,Al Jalahma House,Pearling Path Sites,Individual,GCC,2
2026-02,Al Jasra Handicrafts Centre,Handicraft Sites,Groups,Tour Agencies,174
2026-02,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Arab,5
2026-02,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Bahraini,57
2026-02,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Foreign,126
2026-02,Al Jasra House,Uncategorised,Groups,Tour Agencies,235
2026-02,Al Jasra House,Uncategorised,Individual,Bahraini,43
2026-02,Al Jasra House,Uncategorised,Individual,Foreign,124
2026-02,Al Khalefeyah Library,Uncategorised,Individual,Arab,98
2026-02,Al Khalefeyah Library,Uncategorised,Individual,Bahraini,39
2026-02,Al Khalefeyah Library,Uncategorised,Individual,Foreign,114
2026-02,Al Khalefeyah Library,Uncategorised,Individual,GCC,12
2026-02,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Groups,VIP,2
2026-02,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Arab,9
2026-02,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Bahraini,45
2026-02,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Foreign,59
2026-02,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,GCC,4
2026-02,Art Center,Uncategorised,Individual,Arab,1
2026-02,Art Center,Uncategorised,Individual,Bahraini,134
2026-02,Art Center,Uncategorised,Individual,Foreign,14
2026-02,Art Center,Uncategorised,Individual,GCC,2
2026-02,Bab Al Bahrain Information Center,Uncategorised,Individual,Arab,4
2026-02,Bab Al Bahrain Information Center,Uncategorised,Individual,Bahraini,3
2026-02,Bab Al Bahrain Information Center,Uncategorised,Individual,Foreign,4
2026-02,Badr Gulum and Turabi House,Pearling Path Sites,Groups,Organized Group,294
2026-02,Badr Gulum and Turabi House,Pearling Path Sites,Groups,VIP,15
2026-02,Badr Gulum and Turabi House,Pearling Path Sites,Individual,Bahraini,12
2026-02,Badr Gulum and Turabi House,Pearling Path Sites,Individual,Foreign,140
2026-02,Bahrain Fort Site,Archaeological Sites,Educational,Government School,143
2026-02,Bahrain Fort Site,Archaeological Sites,Educational,Private School,592
2026-02,Bahrain Fort Site,Archaeological Sites,Groups,Organized Group,4128
2026-02,Bahrain Fort Site,Archaeological Sites,Groups,Tour Agencies,22389
2026-02,Bahrain Fort Site,Archaeological Sites,Groups,VIP,63
2026-02,Bahrain Fort Site,Archaeological Sites,Individual,Arab,3798
2026-02,Bahrain Fort Site,Archaeological Sites,Individual,Bahraini,14686
2026-02,Bahrain Fort Site,Archaeological Sites,Individual,Foreign,24174
2026-02,Bahrain Fort Site,Archaeological Sites,Individual,GCC,2161
2026-02,Bahrain Fort Site,Forts,Educational,Government School,143
2026-02,Bahrain Fort Site,Forts,Educational,Private School,592
2026-02,Bahrain Fort Site,Forts,Groups,Organized Group,4128
2026-02,Bahrain Fort Site,Forts,Groups,Tour Agencies,22389
2026-02,Bahrain Fort Site,Forts,Groups,VIP,63
2026-02,Bahrain Fort Site,Forts,Individual,Arab,3798
2026-02,Bahrain Fort Site,Forts,Individual,Bahraini,14686
2026-02,Bahrain Fort Site,Forts,Individual,Foreign,24174
2026-02,Bahrain Fort Site,Forts,Individual,GCC,2161
2026-02,Bahrain National Museum,Museums,Educational,Government School,61
2026-02,Bahrain National Museum,Museums,Educational,Kinder Garden,103
2026-02,Bahrain National Museum,Museums,Educational,Private School,91
2026-02,Bahrain National Museum,Museums,Groups,Organized Group,59
2026-02,Bahrain National Museum,Museums,Groups,Tour Agencies,17
2026-02,Bahrain National Museum,Museums,Individual,Arab,82
2026-02,Bahrain National Museum,Museums,Individual,Bahraini,476
2026-02,Bahrain National Museum,Museums,Individual,Foreign,8969
2026-02,Bahrain National Museum,Museums,Individual,GCC,460
2026-02,Bani Jamra Textile Weaving,Handicraft Sites,Groups,Tour Agencies,30
2026-02,Bani Jamra Textile Weaving,Handicraft Sites,Individual,Bahraini,44
2026-02,Bani Jamra Textile Weaving,Handicraft Sites,Individual,Foreign,33
2026-02,Bani Jamra Textile Weaving,Handicraft Sites,Individual,GCC,2
2026-02,Barbar Temples,Archaeological Sites,Groups,Tour Agencies,30
2026-02,Barbar Temples,Archaeological Sites,Individual,Arab,2
2026-02,Barbar Temples,Archaeological Sites,Individual,Bahraini,18
2026-02,Barbar Temples,Archaeological Sites,Individual,Foreign,88
2026-02,Barbar Temples,Archaeological Sites,Individual,GCC,90
2026-02,Bu Maher,Archaeological Sites,Groups,Organized Group,2
2026-02,Bu Maher,Archaeological Sites,Groups,Tour Agencies,1046
2026-02,Bu Maher,Archaeological Sites,Groups,VIP,18
2026-02,Bu Maher,Archaeological Sites,Individual,Arab,33
2026-02,Bu Maher,Archaeological Sites,Individual,Bahraini,141
2026-02,Bu Maher,Archaeological Sites,Individual,Foreign,1339
2026-02,Bu Maher,Archaeological Sites,Individual,GCC,26
2026-02,Bu Maher,Forts,Groups,Organized Group,2
2026-02,Bu Maher,Forts,Groups,Tour Agencies,1046
2026-02,Bu Maher,Forts,Groups,VIP,18
2026-02,Bu Maher,Forts,Individual,Arab,33
2026-02,Bu Maher,Forts,Individual,Bahraini,141
2026-02,Bu Maher,Forts,Individual,Foreign,1339
2026-02,Bu Maher,Forts,Individual,GCC,26
2026-02,Bu Maher,Pearling Path Sites,Groups,Organized Group,2
2026-02,Bu Maher,Pearling Path Sites,Groups,Tour Agencies,1046
2026-02,Bu Maher,Pearling Path Sites,Groups,VIP,18
2026-02,Bu Maher,Pearling Path Sites,Individual,Arab,33
2026-02,Bu Maher,Pearling Path Sites,Individual,Bahraini,141
2026-02,Bu Maher,Pearling Path Sites,Individual,Foreign,1339
2026-02,Bu Maher,Pearling Path Sites,Individual,GCC,26
2026-02,Cultural Hall,Uncategorised,Individual,Foreign,940
2026-02,Fakhro House,Pearling Path Sites,Groups,Tour Agencies,1
2026-02,Fakhro House,Pearling Path Sites,Groups,VIP,26
2026-02,Fakhro House,Pearling Path Sites,Individual,Arab,2
2026-02,Fakhro House,Pearling Path Sites,Individual,Bahraini,17
2026-02,Fakhro House,Pearling Path Sites,Individual,Foreign,245
2026-02,Fakhro House,Pearling Path Sites,Individual,GCC,19
2026-02,House of Baskets,Handicraft Sites,Groups,Organized Group,29
2026-02,House of Baskets,Handicraft Sites,Groups,Tour Agencies,15
2026-02,House of Baskets,Handicraft Sites,Individual,Bahraini,88
2026-02,House of Baskets,Handicraft Sites,Individual,Foreign,91
2026-02,House of Baskets,Handicraft Sites,Individual,GCC,12
2026-02,Pearling Path Visitor Center,Pearling Path Sites,Groups,Tour Agencies,255
2026-02,Pearling Path Visitor Center,Pearling Path Sites,Groups,VIP,13
2026-02,Pearling Path Visitor Center,Pearling Path Sites,Individual,Arab,157
2026-02,Pearling Path Visitor Center,Pearling Path Sites,Individual,Bahraini,176
2026-02,Pearling Path Visitor Center,Pearling Path Sites,Individual,Foreign,574
2026-02,Pearling Path Visitor Center,Pearling Path Sites,Individual,GCC,145
2026-02,Post Office Museum,Museums,Educational,Kinder Garden,12
2026-02,Post Office Museum,Museums,Educational,Private School,20
2026-02,Post Office Museum,Museums,Groups,Tour Agencies,210
2026-02,Post Office Museum,Museums,Individual,Arab,21
2026-02,Post Office Museum,Museums,Individual,Bahraini,49
2026-02,Post Office Museum,Museums,Individual,Foreign,146
2026-02,Post Office Museum,Museums,Individual,GCC,109
2026-02,Qalat Al Bahrain Site Museum,Museums,Educational,Government School,232
2026-02,Qalat Al Bahrain Site Museum,Museums,Educational,Private School,157
2026-02,Qalat Al Bahrain Site Museum,Museums,Groups,Organized Group,40
2026-02,Qalat Al Bahrain Site Museum,Museums,Individual,Arab,23
2026-02,Qalat Al Bahrain Site Museum,Museums,Individual,Bahraini,90
2026-02,Qalat Al Bahrain Site Museum,Museums,Individual,Foreign,670
2026-02,Qalat Al Bahrain Site Museum,Museums,Individual,GCC,60
2026-02,Saar Settlement,Archaeological Sites,Educational,Kinder Garden,4
2026-02,Saar Settlement,Archaeological Sites,Individual,Bahraini,1
2026-02,Saar Settlement,Archaeological Sites,Individual,GCC,92
2026-02,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Educational,College or University,10
2026-02,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Educational,Private School,22
2026-02,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Groups,Tour Agencies,213
2026-02,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Arab,17
2026-02,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Bahraini,81
2026-02,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Foreign,126
2026-02,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,GCC,120
2026-02,Siyadi Majlis,Pearling Path Sites,Educational,Kinder Garden,10
2026-02,Siyadi Majlis,Pearling Path Sites,Groups,Tour Agencies,495
2026-02,Siyadi Majlis,Pearling Path Sites,Groups,VIP,5
2026-02,Siyadi Majlis,Pearling Path Sites,Individual,Arab,17
2026-02,Siyadi Majlis,Pearling Path Sites,Individual,Bahraini,125
2026-02,Siyadi Majlis,Pearling Path Sites,Individual,Foreign,1225
2026-02,Siyadi Majlis,Pearling Path Sites,Individual,GCC,34
2026-02,Tree of Life Visitors Centre,Uncategorised,Educational,Private School,377
2026-02,Tree of Life Visitors Centre,Uncategorised,Groups,Organized Group,120
2026-02,Tree of Life Visitors Centre,Uncategorised,Groups,Tour Agencies,1408
2026-02,Tree of Life Visitors Centre,Uncategorised,Individual,Arab,421
2026-02,Tree of Life Visitors Centre,Uncategorised,Individual,Bahraini,6352
2026-02,Tree of Life Visitors Centre,Uncategorised,Individual,Foreign,11820
2026-02,Tree of Life Visitors Centre,Uncategorised,Individual,GCC,5
2026-03,Post Office Museum,Museums,Individual,Arab,2
2026-03,Post Office Museum,Museums,Individual,Bahraini,12
2026-03,Post Office Museum,Museums,Individual,Foreign,16
2026-03,Post Office Museum,Museums,Individual,GCC,12
2026-03,Saar Settlement,Archaeological Sites,Individual,GCC,4
2026-04,Al Alawi House,Pearling Path Sites,Groups,Tour Agencies,4
2026-04,Al Ghus House,Pearling Path Sites,Individual,Foreign,4
2026-04,Al Jalahma House,Pearling Path Sites,Individual,Foreign,12
2026-04,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Arab,5
2026-04,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Bahraini,28
2026-04,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Foreign,11
2026-04,Al Jasra House,Uncategorised,Individual,Bahraini,44
2026-04,Al Jasra House,Uncategorised,Individual,Foreign,32
2026-04,Al Khalefeyah Library,Uncategorised,Individual,Arab,7
2026-04,Al Khalefeyah Library,Uncategorised,Individual,Bahraini,9
2026-04,Al Khalefeyah Library,Uncategorised,Individual,Foreign,18
2026-04,Badr Gulum and Turabi House,Pearling Path Sites,Individual,Bahraini,2
2026-04,Badr Gulum and Turabi House,Pearling Path Sites,Individual,Foreign,6
2026-04,Bahrain Fort Site,Archaeological Sites,Groups,Organized Group,22
2026-04,Bahrain Fort Site,Archaeological Sites,Individual,Arab,584
2026-04,Bahrain Fort Site,Archaeological Sites,Individual,Bahraini,8483
2026-04,Bahrain Fort Site,Archaeological Sites,Individual,Foreign,7257
2026-04,Bahrain Fort Site,Archaeological Sites,Individual,GCC,1202
2026-04,Bahrain Fort Site,Forts,Groups,Organized Group,22
2026-04,Bahrain Fort Site,Forts,Individual,Arab,584
2026-04,Bahrain Fort Site,Forts,Individual,Bahraini,8483
2026-04,Bahrain Fort Site,Forts,Individual,Foreign,7257
2026-04,Bahrain Fort Site,Forts,Individual,GCC,1202
2026-04,Bahrain National Museum,Museums,Groups,Organized Group,12
2026-04,Bahrain National Museum,Museums,Groups,VIP,1
2026-04,Bahrain National Museum,Museums,Individual,Arab,21
2026-04,Bahrain National Museum,Museums,Individual,Bahraini,516
2026-04,Bahrain National Museum,Museums,Individual,Foreign,475
2026-04,Bahrain National Museum,Museums,Individual,GCC,136
2026-04,Bahrain National Theatre,Uncategorised,Individual,Arab,4
2026-04,Bahrain National Theatre,Uncategorised,Individual,Bahraini,8
2026-04,Bahrain National Theatre,Uncategorised,Individual,Foreign,35
2026-04,Bahrain National Theatre,Uncategorised,Individual,GCC,8
